date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:36:18	118560/118560	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221cf20-577b899b8169e%22	https://karimbouzgarne.fr/cv/vendor/fontawesome-free/webfonts/fa-brands-400.eot	C:/Mes%20Sites%20Web/portfolio/karimbouzgarne.fr/cv/vendor/fontawesome-free/webfonts/fa-brands-400.eot	(from https://karimbouzgarne.fr/cv/vendor/fontawesome-free/css/all.min.css)
13:36:18	118560/118560	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221cf20-577b899b8169e%22	https://karimbouzgarne.fr/cv/vendor/fontawesome-free/webfonts/fa-brands-400.eot?	C:/Mes%20Sites%20Web/portfolio/karimbouzgarne.fr/cv/vendor/fontawesome-free/webfonts/fa-brands-400d41d.eot	(from https://karimbouzgarne.fr/cv/vendor/fontawesome-free/css/all.min.css)
13:36:18	65316/65316	---M--	200	added ('OK')	text/html	etag:%22ff24-577b899c0f046%22	https://karimbouzgarne.fr/cv/vendor/fontawesome-free/webfonts/fa-brands-400.woff2	C:/Mes%20Sites%20Web/portfolio/karimbouzgarne.fr/cv/vendor/fontawesome-free/webfonts/fa-brands-400.html	(from https://karimbouzgarne.fr/cv/vendor/fontawesome-free/css/all.min.css)
13:36:18	76344/76344	---M--	200	added ('OK')	application/font-woff	etag:%2212a38-577b899be5064%22	https://karimbouzgarne.fr/cv/vendor/fontawesome-free/webfonts/fa-brands-400.woff	C:/Mes%20Sites%20Web/portfolio/karimbouzgarne.fr/cv/vendor/fontawesome-free/webfonts/fa-brands-400.woff	(from https://karimbouzgarne.fr/cv/vendor/fontawesome-free/css/all.min.css)
13:36:19	118324/118324	---M--	200	added ('OK')	application/font-sfnt	etag:%221ce34-577b899bb52c1%22	https://karimbouzgarne.fr/cv/vendor/fontawesome-free/webfonts/fa-brands-400.ttf	C:/Mes%20Sites%20Web/portfolio/karimbouzgarne.fr/cv/vendor/fontawesome-free/webfonts/fa-brands-400.ttf	(from https://karimbouzgarne.fr/cv/vendor/fontawesome-free/css/all.min.css)
13:36:19	648265/648265	---M--	200	added ('OK')	image/svg+xml	etag:%229e449-577b899be9e84%22	https://karimbouzgarne.fr/cv/vendor/fontawesome-free/webfonts/fa-brands-400.svg	C:/Mes%20Sites%20Web/portfolio/karimbouzgarne.fr/cv/vendor/fontawesome-free/webfonts/fa-brands-400.svg	(from https://karimbouzgarne.fr/cv/vendor/fontawesome-free/css/all.min.css)
13:36:19	40576/40576	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%229e80-577b899c1f9e7%22	https://karimbouzgarne.fr/cv/vendor/fontawesome-free/webfonts/fa-regular-400.eot	C:/Mes%20Sites%20Web/portfolio/karimbouzgarne.fr/cv/vendor/fontawesome-free/webfonts/fa-regular-400.eot	(from https://karimbouzgarne.fr/cv/vendor/fontawesome-free/css/all.min.css)
13:36:19	40576/40576	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%229e80-577b899c1f9e7%22	https://karimbouzgarne.fr/cv/vendor/fontawesome-free/webfonts/fa-regular-400.eot?	C:/Mes%20Sites%20Web/portfolio/karimbouzgarne.fr/cv/vendor/fontawesome-free/webfonts/fa-regular-400d41d.eot	(from https://karimbouzgarne.fr/cv/vendor/fontawesome-free/css/all.min.css)
13:36:20	14868/14868	---M--	200	added ('OK')	text/html	etag:%223a14-577b899c8c04e%22	https://karimbouzgarne.fr/cv/vendor/fontawesome-free/webfonts/fa-regular-400.woff2	C:/Mes%20Sites%20Web/portfolio/karimbouzgarne.fr/cv/vendor/fontawesome-free/webfonts/fa-regular-400.html	(from https://karimbouzgarne.fr/cv/vendor/fontawesome-free/css/all.min.css)
13:36:20	18168/18168	---M--	200	added ('OK')	application/font-woff	etag:%2246f8-577b899c6cc4c%22	https://karimbouzgarne.fr/cv/vendor/fontawesome-free/webfonts/fa-regular-400.woff	C:/Mes%20Sites%20Web/portfolio/karimbouzgarne.fr/cv/vendor/fontawesome-free/webfonts/fa-regular-400.woff	(from https://karimbouzgarne.fr/cv/vendor/fontawesome-free/css/all.min.css)
13:36:20	40348/40348	---M--	200	added ('OK')	application/font-sfnt	etag:%229d9c-577b899c564eb%22	https://karimbouzgarne.fr/cv/vendor/fontawesome-free/webfonts/fa-regular-400.ttf	C:/Mes%20Sites%20Web/portfolio/karimbouzgarne.fr/cv/vendor/fontawesome-free/webfonts/fa-regular-400.ttf	(from https://karimbouzgarne.fr/cv/vendor/fontawesome-free/css/all.min.css)
13:36:20	142267/142267	---M--	200	added ('OK')	image/svg+xml	etag:%2222bbb-577b899c42c69%22	https://karimbouzgarne.fr/cv/vendor/fontawesome-free/webfonts/fa-regular-400.svg	C:/Mes%20Sites%20Web/portfolio/karimbouzgarne.fr/cv/vendor/fontawesome-free/webfonts/fa-regular-400.svg	(from https://karimbouzgarne.fr/cv/vendor/fontawesome-free/css/all.min.css)
13:36:21	180720/180720	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222c1f0-577b899ca568f%22	https://karimbouzgarne.fr/cv/vendor/fontawesome-free/webfonts/fa-solid-900.eot	C:/Mes%20Sites%20Web/portfolio/karimbouzgarne.fr/cv/vendor/fontawesome-free/webfonts/fa-solid-900.eot	(from https://karimbouzgarne.fr/cv/vendor/fontawesome-free/css/all.min.css)
13:36:21	180720/180720	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222c1f0-577b899ca568f%22	https://karimbouzgarne.fr/cv/vendor/fontawesome-free/webfonts/fa-solid-900.eot?	C:/Mes%20Sites%20Web/portfolio/karimbouzgarne.fr/cv/vendor/fontawesome-free/webfonts/fa-solid-900d41d.eot	(from https://karimbouzgarne.fr/cv/vendor/fontawesome-free/css/all.min.css)
13:36:21	67400/67400	---M--	200	added ('OK')	text/html	etag:%2210748-577b899d439d9%22	https://karimbouzgarne.fr/cv/vendor/fontawesome-free/webfonts/fa-solid-900.woff2	C:/Mes%20Sites%20Web/portfolio/karimbouzgarne.fr/cv/vendor/fontawesome-free/webfonts/fa-solid-900.html	(from https://karimbouzgarne.fr/cv/vendor/fontawesome-free/css/all.min.css)
13:36:21	86876/86876	---M--	200	added ('OK')	application/font-woff	etag:%221535c-577b899d1d877%22	https://karimbouzgarne.fr/cv/vendor/fontawesome-free/webfonts/fa-solid-900.woff	C:/Mes%20Sites%20Web/portfolio/karimbouzgarne.fr/cv/vendor/fontawesome-free/webfonts/fa-solid-900.woff	(from https://karimbouzgarne.fr/cv/vendor/fontawesome-free/css/all.min.css)
13:36:21	180500/180500	---M--	200	added ('OK')	application/font-sfnt	etag:%222c114-577b899ce5dd3%22	https://karimbouzgarne.fr/cv/vendor/fontawesome-free/webfonts/fa-solid-900.ttf	C:/Mes%20Sites%20Web/portfolio/karimbouzgarne.fr/cv/vendor/fontawesome-free/webfonts/fa-solid-900.ttf	(from https://karimbouzgarne.fr/cv/vendor/fontawesome-free/css/all.min.css)
13:36:23	680510/680510	---M--	200	added ('OK')	image/svg+xml	etag:%22a623e-577b899d0ced6%22	https://karimbouzgarne.fr/cv/vendor/fontawesome-free/webfonts/fa-solid-900.svg	C:/Mes%20Sites%20Web/portfolio/karimbouzgarne.fr/cv/vendor/fontawesome-free/webfonts/fa-solid-900.svg	(from https://karimbouzgarne.fr/cv/vendor/fontawesome-free/css/all.min.css)
